,Date,Volume,Kurs,Kurs_mean_1,Kurs_mean_2,Kurs_mean_3,Kurs_std+,Kurs_std-,Einstandspreis,smaller_6_3
0,2021-10-01,258725.0,25.9865,26.14883325,26.480733333333333,27.0456667,26.41312283517765,25.88454366482235,27.451,
1,2021-10-04,119716.0,25.922,26.18964292857143,26.5207188125,27.08104841935484,26.45396374957664,25.92532210756622,27.451,
2,2021-10-05,236183.0,26.0579995,26.199062625000003,26.557323558823526,27.118812546875002,26.445222241226773,25.952903008773234,27.451,
3,2021-10-06,141421.0,25.9565,26.20938894444445,26.603416694444444,27.160060651515153,26.441724763761474,25.977053125127423,27.451,
4,2021-10-07,75807.0,26.475499999999997,26.246700100000005,26.640052684210527,27.20148535294118,26.495504010540436,25.997896189459574,27.451,
5,2021-10-08,137011.0,26.4945,26.301727363636363,26.66925005,27.23811434285715,26.600091309994756,26.00336341727797,27.451,
6,2021-10-11,91833.0,26.434501,26.378181954545457,26.698619095238094,27.276083402777783,26.694880738221713,26.061483170869202,27.451,
7,2021-10-12,70631.0,26.2650005,26.474227363636363,26.73845459090909,27.315473054054056,26.798848442567788,26.149606284704937,27.451,
8,2021-10-13,117116.0,26.2919995,26.568363772727274,26.774608717391303,27.34489482894737,26.90991363934497,26.226813906109577,27.451,
9,2021-10-14,125389.0,26.582500500000002,26.6625455,26.8100416875,27.374384692307693,26.958265697692088,26.366825302307912,27.451,
10,2021-10-15,161229.0,26.852,26.721181954545454,26.85444004,27.406400100000003,27.039210412756695,26.403153496334212,27.451,
11,2021-10-18,137588.0,26.8275005,26.78013645454545,26.90128851923077,27.417219609756096,27.111758886188152,26.448514022902746,27.451,
12,2021-10-19,138547.0,26.978499499999998,26.866727272727267,26.94307412962963,27.431607226190472,27.22254691795806,26.510907627496476,27.451,
13,2021-10-20,143376.0,27.0935,26.960772727272726,26.97866075,27.436848906976742,27.276050974829015,26.645494479716437,27.451,
14,2021-10-21,141224.0,26.992499,27.045500045454546,27.012189706896553,27.445954625,27.277247493877006,26.813752597032085,27.451,
15,2021-10-22,102303.0,27.120501,27.109454545454547,27.082189689655173,27.444322311111105,27.29263437206646,26.926274718842635,27.451,
16,2021-10-25,177480.0,27.1429995,27.17518181818182,27.158758655172416,27.446108771739127,27.384580337246927,26.965783299116712,27.451,
17,2021-10-26,128030.0,27.387,27.24268172727273,27.23570696551724,27.447851127659572,27.448438254685627,27.03692519985983,27.451,
18,2021-10-27,166286.0,27.2995005,27.301454500000002,27.322724206896552,27.463666729166665,27.51633490190533,27.086574098094673,27.451,
19,2021-10-28,152927.0,27.224,27.37659090909091,27.394896637931037,27.480908234693878,27.64843455378283,27.10474726439899,27.451,
20,2021-10-29,169427.0,27.286,27.474772863636364,27.46348284482759,27.49636007,27.786175589620257,27.16337013765247,27.451,
21,2021-11-01,428015.0,27.575,27.55740913636364,27.538327655172417,27.510892205882357,27.885557567821568,27.22926070490571,27.451,
22,2021-11-02,213373.0,27.5699995,27.629818227272732,27.623448344827587,27.525798125,27.94500036335386,27.314636091191606,27.451,
23,2021-11-03,148171.0,27.625,27.681091000000006,27.697293206896553,27.535745320754717,27.998687801056068,27.363494198943943,27.451,
24,2021-11-04,112885.0,27.9200005,27.746272727272732,27.763241448275863,27.543296342592594,28.051039785748486,27.441505668796978,27.451,
25,2021-11-05,266449.0,28.0725005,27.829772727272733,27.825413896551723,27.55863641818182,28.10113265418156,27.558412800363907,27.451,
26,2021-11-08,187539.0,28.0295,27.92100004545455,27.8606725,27.565482205357142,28.1577438491753,27.684256241733802,27.451,
27,2021-11-09,217018.0,27.9394995,28.003272772727282,27.89663801724138,27.564921114035087,28.263807681241886,27.74273786421268,27.451,
28,2021-11-10,135507.0,27.9510005,28.094045590909104,27.91606903448276,27.569094870689653,28.362355913229706,27.825735268588502,27.451,
29,2021-11-11,150527.0,28.016499500000002,28.172091045454557,27.945207017241383,27.577500033898303,28.41387053968839,27.930311551220726,27.451,
30,2021-11-12,122802.0,28.1425,28.234363772727285,27.953896655172418,27.617923762711865,28.49239039400213,27.97633715145244,27.451,
31,2021-11-15,197581.0,28.289500500000003,28.294454681818195,27.967120793103454,27.662406822033898,28.585829875582277,28.003079488054112,27.451,
32,2021-11-16,178518.0,28.479999999999997,28.331182000000013,27.971982844827593,27.70946616101695,28.611055174248264,28.05130882575176,27.451,
33,2021-11-17,150680.0,28.5685005,28.381682000000012,28.003275931034487,27.756830567796612,28.632412568367318,28.130951431632706,27.451,
34,2021-11-18,193667.0,28.4835,28.445682045454557,28.040672500000003,27.796355991525424,28.663126023632078,28.228238067277037,27.451,
35,2021-11-19,134721.0,28.605000500000003,28.43054572727274,28.07403456896552,27.834313618644064,28.683713278313867,28.177378176231613,27.451,
36,2021-11-22,212567.0,28.733500499999998,28.419545681818196,28.096879362068965,27.876449186440677,28.688609903343014,28.150481460293378,27.451,
37,2021-11-23,178878.0,28.4335005,28.3620455909091,28.121569034482757,27.919500025423726,28.71590313542933,28.008188046388874,27.451,
38,2021-11-24,273668.0,28.4949995,28.30363654545455,28.136327637931032,27.95344918644068,28.687805537619678,27.919467553289426,27.451,
39,2021-11-25,122134.0,28.655001000000002,28.194909272727283,28.137137982758617,27.98104241525424,28.657800377411434,27.732018168043133,27.451,
40,2021-11-26,378558.0,27.85,28.10790922727274,28.14798281034482,27.99975427118644,28.60013983149871,27.61567862304677,27.451,
41,2021-11-29,280771.0,28.0214995,28.010000045454557,28.14496558620689,28.021381372881354,28.50057694554293,27.519423145366183,27.451,
42,2021-11-30,252040.0,27.656999499999998,27.962136363636375,28.13096560344827,28.044881372881356,28.39766050429422,27.52661222297853,27.451,
43,2021-12-01,348458.0,27.8375005,27.95077272727274,28.126000034482754,28.063381381355935,28.37423184954089,27.527313605004586,27.451,
44,2021-12-02,196933.0,27.3725005,27.928818227272735,28.127672448275856,28.077067822033904,28.326729687656595,27.530906766888876,27.451,
45,2021-12-03,310892.0,27.5264995,27.89086350000001,28.135568999999993,28.091245762711868,28.227825148937683,27.553901851062335,27.451,
46,2021-12-06,240291.0,27.5279995,27.93049986363637,28.14443106896551,28.10107628813559,28.287236895916806,27.573762831355936,27.451,
47,2021-12-07,147746.0,28.207,27.933363500000006,28.15665522413792,28.10527121186441,28.29102928317586,27.575697716824152,27.451,
48,2021-12-08,172621.0,28.3085005,27.95940904545455,28.162948310344817,28.11080511016949,28.305170776709282,27.613647314199817,27.451,
49,2021-12-09,614510.0,28.2535,28.009363590909096,28.174120724137918,28.10777968644068,28.37488164570542,27.643845536112774,27.451,
50,2021-12-10,127481.0,28.237499,28.061136318181823,28.17856898275861,28.094279686440675,28.362050442990476,27.76022219337317,27.451,
51,2021-12-13,158675.0,28.286,28.061772727272736,28.185017224137923,28.074822067796607,28.361447919242412,27.76209753530306,27.451,
52,2021-12-14,507277.0,28.0529995,28.087136318181823,28.197827551724124,28.06199155932203,28.34616750773128,27.828105128632366,27.451,
53,2021-12-15,166471.0,27.9435005,28.074227181818188,28.19093101724137,28.046161050847456,28.33020788505108,27.818246478585294,27.451,
54,2021-12-16,385226.0,28.3870005,28.07995440909092,28.17560343103447,28.021703406779658,28.3423258123801,27.81758300580174,27.451,
55,2021-12-17,246254.0,27.9420005,28.10659081818183,28.179258586206885,28.00428812711864,28.401231316802786,27.81195031956087,27.451,
56,2021-12-20,366462.0,27.5335,28.160863681818192,28.18208617241378,27.991983042372876,28.52807544716532,27.793651916471063,27.451,
57,2021-12-21,236006.0,27.806998999999998,28.203136409090916,28.206499965517228,27.985550855932196,28.610737901215373,27.79553491696646,27.451,
58,2021-12-22,64263.0,28.0649995,28.271727363636373,28.218482724137917,27.972932203389824,28.713581651028264,27.829873076244482,27.451,
59,2021-12-23,114213.0,28.371499999999997,28.34359095454546,28.23322405172412,27.9521610338983,28.790973016825802,27.896208892265115,27.451,
60,2021-12-27,143992.0,28.5465005,28.39209086363637,28.24806887931033,27.93023730508474,28.872358656090114,27.911823071182624,27.451,
61,2021-12-28,102518.0,28.8345005,28.47054536363637,28.254793051724125,27.906737296610164,28.940308915848053,28.000781811424684,27.451,
62,2021-12-29,175825.0,28.751,28.53977263636364,28.23505168965516,27.886177974576267,28.901272780605023,28.178272492122257,27.451,
63,2021-12-30,100307.0,28.8075,28.576454636363643,28.21151720689654,27.865067796610166,28.87030577059072,28.282603502136567,27.451,
64,2022-01-03,1393478.0,28.734,28.566545545454552,28.169862034482744,27.840796618644063,28.880517362610735,28.25257372829837,27.451,
65,2022-01-04,181218.0,28.9204995,28.542181863636372,28.10958620689654,27.80701694067796,28.882126332069657,28.20223739520309,27.451,
66,2022-01-05,256650.0,28.805,28.525681772727285,28.04548277586206,27.775067788135587,28.86977515722451,28.18158838823006,27.451,
67,2022-01-06,269509.0,28.295,28.46663631818183,28.0027241551724,27.749559305084738,28.80815458608166,28.125118050282,27.451,
68,2022-01-07,217453.0,28.210501,28.3801816818182,27.95953448275861,27.720881338983045,28.76066445907783,27.99969890455857,27.451,
69,2022-01-10,272968.0,27.9559995,28.30286345454547,27.893672379310335,27.684542338983043,28.674130805777992,27.93159610331295,27.451,
70,2022-01-11,197487.0,28.103499499999998,28.210954409090927,27.86274129310344,27.658076228813552,28.589878779795665,27.83203003838619,27.451,
71,2022-01-12,266284.0,28.3649995,28.094045409090928,27.85481025862068,27.625381330508468,28.427862245592898,27.760228572588957,27.451,
72,2022-01-13,111166.0,28.1850005,27.98686363636365,27.846293068965505,27.600110144067788,28.251737031301403,27.7219902414259,27.451,
73,2022-01-14,321141.0,27.799999,27.87327272727274,27.816689637931024,27.560737271186433,28.240813852838595,27.505731601706888,27.451,
74,2022-01-17,202855.0,27.956999500000002,27.716818090909104,27.762189655172403,27.5407542118644,28.253726859416652,27.179909322401556,27.451,
75,2022-01-18,224101.0,27.723000499999998,27.5778181818182,27.703655155172406,27.522737271186436,28.231775459196978,26.92386090443942,27.451,
76,2022-01-19,182706.0,27.6345005,27.460500000000014,27.637051689655166,27.507593203389824,28.126368520092612,26.794631479907416,27.451,
77,2022-01-20,196695.0,27.6260005,27.308318227272743,27.585879275862066,27.479610144067788,27.937052475866555,26.67958397867893,27.451,
78,2022-01-21,513795.0,27.045499999999997,27.15304540909092,27.53468962068965,27.453711830508468,27.75390982339926,26.552180994782585,27.451,
79,2022-01-24,683121.0,26.4895,27.08440904545456,27.476672396551717,27.424449127118635,27.64580775109992,26.5230103398092,27.451,
80,2022-01-25,483144.0,26.4270005,27.025000000000013,27.397068948275855,27.391457627118637,27.51484161016626,26.535158389833764,27.451,
81,2022-01-26,306955.0,26.8129995,27.01018181818183,27.329603448275858,27.350737288135583,27.478802507424877,26.541561128938785,27.451,
82,2022-01-27,265732.0,26.691000000000003,26.971272681818196,27.282482758620684,27.3162542457627,27.39884342287671,26.543701940759682,27.451,
83,2022-01-28,324092.0,26.476999499999998,26.895363590909106,27.23394822413793,27.283254237288123,27.265311268131246,26.525415913686967,27.451,
84,2022-01-31,221186.0,27.044998999999997,26.877499954545467,27.18412065517241,27.247762711864397,27.24420300546029,26.510796903630645,27.451,
85,2022-02-01,446145.0,27.3035,26.915090863636376,27.12153444827586,27.235793094827578,27.25849641428811,26.57168531298464,27.451,
86,2022-02-02,334357.0,27.5600005,26.991454454545465,27.0431724137931,27.23057016666666,27.307798599612806,26.675110309478125,27.451,
