,Date,Volume,Kurs,Kurs_mean_1,Kurs_mean_2,Einstandspreis,smaller_6_3
0,2021-10-01,3209.0,47.41,47.18000033333333,48.03446425,47.942,
1,2021-10-04,0.0,47.255001,47.0287505,48.0866667,47.942,
2,2021-10-05,593.0,46.875,47.1965001,48.13093740625,47.942,
3,2021-10-06,385.0,46.575001,47.3164997,48.16999979411764,47.942,
4,2021-10-07,408.0,47.867498499999996,47.53049970000001,48.23805538888889,47.942,
5,2021-10-08,0.0,48.009997999999996,47.73849990000001,48.289999736842105,47.942,
6,2021-10-11,983.0,48.325001,48.05649990000002,48.285999700000005,47.942,
7,2021-10-12,40.0,47.915001000000004,48.187000200000014,48.26761885714286,47.942,
8,2021-10-13,14.0,48.165001000000004,48.35750040000001,48.26624979545454,47.942,
9,2021-10-14,124.0,48.52,48.430000200000016,48.27076063043478,47.942,
10,2021-10-15,1083.0,48.862499,48.60699980000002,48.26010389583333,47.942,
11,2021-10-18,1126.0,48.6875,48.81699960000002,48.269899699999996,47.942,
12,2021-10-19,0.0,48.799999,48.87649980000002,48.27576888461538,47.942,
13,2021-10-20,194.0,49.215,48.86299960000001,48.27425896296296,47.942,
14,2021-10-21,24.0,48.817501,48.884499200000015,48.281606857142854,47.942,
15,2021-10-22,0.0,48.794998,49.00349950000001,48.316428214285715,47.942,
16,2021-10-25,0.0,48.794998,49.0054991,48.383303125,47.942,
17,2021-10-26,24.0,49.395000499999995,48.88399870000001,48.479017410714285,47.942,
18,2021-10-27,0.0,49.224998,48.7049995,48.60562448214286,47.942,
19,2021-10-28,278.0,48.209998999999996,48.593499800000004,48.681695946428576,47.942,
20,2021-10-29,20.0,47.900002,48.3884995,48.76794598214286,47.942,
21,2021-11-01,800.0,48.2374995,48.1464997,48.8135709107143,47.942,
22,2021-11-02,0.0,48.369999,48.205499700000004,48.86866017857143,47.942,
23,2021-11-03,100.0,48.014998999999996,48.30999900000001,48.91901732142857,47.942,
24,2021-11-04,110.0,48.504999,48.309499300000006,48.947945964285715,47.942,
25,2021-11-05,85.0,48.4224985,48.33149950000001,48.95142810714285,47.942,
26,2021-11-08,0.0,48.235001000000004,48.40549930000001,48.97366028571428,47.942,
27,2021-11-09,298.0,48.48,48.529999200000006,48.92249962499999,47.942,
28,2021-11-10,0.0,48.384997999999996,48.756499500000004,48.86410676785714,47.942,
29,2021-11-11,85.0,49.1274985,49.13349910000001,48.809017428571416,47.942,
30,2021-11-12,0.0,49.555,49.43699900000001,48.776696035714274,47.942,
31,2021-11-15,1452.0,50.11999899999999,49.844999200000004,48.76098182142856,47.942,
32,2021-11-16,572.0,49.9974995,49.9399993,48.69366030357141,47.942,
33,2021-11-17,103.0,50.424999,49.9204994,48.63044616071427,47.942,
34,2021-11-18,2127.0,49.602498999999995,49.81149979999999,48.63991049999999,47.942,
35,2021-11-19,1240.0,49.457500499999995,49.67800029999999,48.66455328571427,47.942,
36,2021-11-22,454.0,49.575001,49.38500029999998,48.6676783392857,47.942,
37,2021-11-23,2903.0,49.330002,49.32650069999998,48.67660691071427,47.942,
38,2021-11-24,0.0,48.959998999999996,48.908500699999976,48.69178548214284,47.942,
39,2021-11-25,2.0,49.310001,48.50950049999998,48.65767842857141,47.942,
40,2021-11-26,963.0,47.3675005,48.09849999999997,48.63008926785712,47.942,
41,2021-11-29,107.0,47.58,47.88449999999998,48.61419641071427,47.942,
42,2021-11-30,2533.0,47.2749995,47.693499799999984,48.566071392857125,47.942,
43,2021-12-01,811.0,47.889999,47.72199929999998,48.50089292857142,47.942,
44,2021-12-02,0.0,48.355,47.69699969999998,48.40062512499998,47.942,
45,2021-12-03,200.0,47.509997999999996,47.93699989999998,48.3205358392857,47.942,
46,2021-12-06,0.0,47.455002,48.077000099999985,48.22901798214284,47.942,
47,2021-12-07,226.0,48.4750005,48.07100029999999,48.1523215892857,47.942,
48,2021-12-08,354.0,48.59,48.293000499999984,48.06223235714284,47.942,
49,2021-12-09,490.0,48.325001,48.48999989999998,47.999464571428554,47.942,
50,2021-12-10,0.0,48.619999,48.30500009999998,47.94187530357141,47.942,
51,2021-12-13,3.0,48.439999,48.117000499999975,47.890357410714266,47.942,
52,2021-12-14,4388.0,47.55000150000001,48.010000499999975,47.85892880357141,47.942,
53,2021-12-15,68.0,47.650002,47.71250059999998,47.81758955357141,47.942,
54,2021-12-16,613.0,47.790001000000004,47.33650099999998,47.764196624999975,47.942,
55,2021-12-17,216.0,47.1324995,47.09050069999997,47.77776808928569,47.942,
56,2021-12-20,1306.0,46.560001,47.02300029999997,47.78723241071426,47.942,
57,2021-12-21,0.0,46.32,46.976499899999965,47.80562532142856,47.942,
58,2021-12-22,211.0,47.3125,47.12000009999997,47.858750374999985,47.942,
59,2021-12-23,2164.0,47.557499,47.388499999999965,47.888393267857126,47.942,
60,2021-12-27,63.0,47.8500005,47.693500199999974,47.929732607142846,47.942,
61,2021-12-28,734.0,47.9025005,47.80000039999997,47.972768249999994,47.942,
62,2021-12-29,0.0,47.845001,47.91500059999997,47.96169683928571,47.942,
