,Date,Volume,Kurs,Kurs_mean_1,Kurs_mean_2,Kurs_mean_3,Kurs_std+,Kurs_std-,Einstandspreis,smaller_6_3
0,2021-10-01,14731426,5.9985,5.969,5.860266666666666,6.0138333333333325,6.137476407843947,5.800523592156053,6.379,smaller
1,2021-10-04,10344996,6.2165,5.953428571428572,5.83646875,6.034129032258063,6.112648133818433,5.794209009038711,6.379,smaller
2,2021-10-05,9959852,6.0875,5.943875,5.8175,6.0550156249999985,6.093739879617798,5.794010120382202,6.379,smaller
3,2021-10-06,14351584,5.919499999999999,5.9254444444444445,5.805694444444445,6.071590909090908,6.076140215047928,5.7747486738409615,6.379,smaller
4,2021-10-07,13843945,5.8375,5.9101,5.797526315789473,6.08430882352941,6.06023490230086,5.75996509769914,6.379,smaller
5,2021-10-08,8380642,5.7545,5.9116363636363625,5.7901,6.088914285714284,6.054157956896662,5.769114770376063,6.379,smaller
6,2021-10-11,13878695,5.859999999999999,5.913791666666666,5.787880952380952,6.087916666666665,6.0498856279135875,5.777697705419744,6.379,smaller
7,2021-10-12,14038260,5.877000000000001,5.9018749999999995,5.786568181818182,6.088513513513512,6.036125634838518,5.767624365161481,6.379,smaller
8,2021-10-13,9502429,5.7780000000000005,5.849875,5.79245652173913,6.089513157894736,5.971429911833742,5.7283200881662575,6.379,smaller
9,2021-10-14,8617716,5.772,5.800124999999999,5.808520833333333,6.087756410256408,5.936811623173392,5.663438376826606,6.379,smaller
10,2021-10-15,14203171,5.927,5.7634583333333325,5.835959999999999,6.089387499999998,5.92241293782115,5.604503728845515,6.379,smaller
11,2021-10-18,11410981,5.9375,5.736499999999999,5.868846153846153,6.073573170731706,5.908641194689388,5.564358805310609,6.379,smaller
12,2021-10-19,12089361,5.8555,5.724041666666665,5.909333333333332,6.062309523809522,5.900126416191293,5.547956917142036,6.379,smaller
13,2021-10-20,25184218,5.5925,5.706583333333331,5.9491428571428555,6.048023255813952,5.8782940881896675,5.534872578476994,6.379,smaller
14,2021-10-21,11341001,5.490500000000001,5.687583333333332,5.987189655172413,6.037715909090907,5.851143835529881,5.524022831136782,6.379,smaller
15,2021-10-22,11055850,5.4795,5.68470833333333,6.0138333333333325,6.028199999999999,5.846831947553709,5.522584719112952,6.379,smaller
16,2021-10-25,9385141,5.514,5.683624999999997,6.035316666666665,6.022315217391303,5.8451546377252015,5.522095362274792,6.379,smaller
17,2021-10-26,8879882,5.605,5.68320833333333,6.051516666666665,6.019372340425531,5.844058130339635,5.522358536327026,6.379,smaller
18,2021-10-27,5789946,5.650499999999999,5.703249999999997,6.068666666666664,6.020843749999998,5.907730216869279,5.498769783130715,6.379,smaller
19,2021-10-28,8244852,5.649,5.756499999999996,6.088149999999998,6.021346938775509,6.062322809661229,5.450677190338764,6.379,smaller
20,2021-10-29,7760820,5.7435,5.8480416666666635,6.101749999999997,6.023229999999999,6.249701770504661,5.446381562828666,6.379,smaller
21,2021-11-01,8847008,5.759,5.970666666666664,6.111699999999997,6.023960784313724,6.466766332850666,5.474567000482661,6.379,smaller
22,2021-11-02,11597911,5.922000000000001,6.0993749999999975,6.120033333333331,6.022394230769229,6.653429482265218,5.545320517734777,6.379,smaller
23,2021-11-03,26039827,6.178,6.227583333333331,6.1283499999999975,6.01882075471698,6.811089578268882,5.64407708839778,6.379,smaller
24,2021-11-04,19538862,6.4945,6.326041666666664,6.136449999999997,6.014648148148147,6.8944304763868685,5.75765285694646,6.379,
25,2021-11-05,21920397,6.691,6.408749999999998,6.149149999999997,6.010427272727272,6.94096170172643,5.876538298273566,6.379,
26,2021-11-08,14707251,6.962,6.496541666666665,6.1329499999999975,6.007607142857142,6.976344915089358,6.016738418243971,6.379,
27,2021-11-09,11292256,7.024,6.568083333333331,6.121716666666665,6.003508771929824,6.985320339957826,6.1508463267088365,6.379,
28,2021-11-10,8720565,7.0525,6.630166666666665,6.108133333333331,6.004508620689656,6.962950061502986,6.297383271830344,6.379,
29,2021-11-11,13694381,6.7865,6.657124999999998,6.108199999999998,6.007279661016949,6.936074337612663,6.378175662387333,6.379,
30,2021-11-12,9137525,6.643000000000001,6.646708333333332,6.112166666666665,6.012758333333334,6.946715034647373,6.346701632019291,6.379,
31,2021-11-15,9261070,6.7025,6.614666666666665,6.121433333333331,6.016541666666668,6.9507690139937655,6.278564319339564,6.379,
32,2021-11-16,13598346,6.602,6.567624999999997,6.133766666666664,6.017408333333335,6.930509600051507,6.204740399948487,6.379,
33,2021-11-17,11838371,6.504,6.48920833333333,6.1499333333333315,6.020483333333335,6.860693648002902,6.117723018663758,6.379,
34,2021-11-18,13004374,6.2455,6.416624999999997,6.163099999999998,6.024800000000001,6.757989715983037,6.075260284016958,6.379,
35,2021-11-19,21551910,6.053000000000001,6.282333333333331,6.178649999999998,6.0359500000000015,6.665255668998822,5.89941099766784,6.379,smaller
36,2021-11-22,11713150,6.11,6.183499999999998,6.189216666666664,6.055600000000001,6.577364420604577,5.789635579395418,6.379,smaller
37,2021-11-23,8515792,6.1265,6.083916666666664,6.19533333333333,6.07605,6.501402531061731,5.666430802271598,6.379,smaller
38,2021-11-24,14253970,6.021,5.991583333333331,6.192366666666663,6.095833333333334,6.381433761139439,5.601732905527223,6.379,smaller
39,2021-11-25,6133887,6.1530000000000005,5.908874999999997,6.179549999999996,6.11685,6.260896185119198,5.556853814880797,6.379,smaller
40,2021-11-26,53963412,5.441,5.846666666666663,6.155816666666664,6.140866666666668,6.145970429463327,5.547362903869999,6.379,smaller
